"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.839","","","","","","","","129","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.966","","","","","","","","123","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.046","","","","87","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.077","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.093","","","","","","","","118","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.285","","","","","","177","9.14","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.332","","","","","","","","113","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"276.697","","","","58","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.807","0.416","-26","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.933","","","","","","213","6.74","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"276.964","","","","48","30","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.171","","","","41","25","217","6.42","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.298","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.456","","","","34","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.598","","","","","","233","5.45","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.836","","","","27","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277.993","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.119","","","","","","249","4.75","145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"278.326","","","","18","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.562","","","","","","5","4.13","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.594","","","","15","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.719","0.172","-9","0.108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.750","","","","","","9","3.99","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278.845","","","","11","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.066","","","","","","","","132","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.097","","","","7","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.209","","","","","","","","133","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.353","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.496","","","","2","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.733","","","","","","28","2.93","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279.749","","","","0","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.002","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.113","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.208","","","","","","","","125","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.382","","","","","","36","1.63","128","","","","","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.494","","","","","","","","126","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.605","","","","0","37","","","127","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.637","-0.072","-16","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.717","","","","","","","","128","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.779","","","","0","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280.952","","","","","","","","128","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.016","","","","","","40","0","179","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.141","","","","","","","","130","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.221","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.284","","","","","","","","130","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.364","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.395","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.521","","","","","","","","134","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.585","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.742","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.884","","","","","","40","0","228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"281.979","","","","0","26","","","180","0","","0","0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
